id;name;email;phone_number;birth_date;sex;passport;country_code;address;account_creation;pay_method;account_status
JaFreitas;Jaime Freitas;jafreitas@li3.pt;;1980/03/23;M;IK050664;PT;Rua Gonçalves, 527531-202 Santarém;2011/08/21 14:38:07;cash;active
WilFaria;William Faria;wilfaria@li3.pt;;1996/07/03;M;ET877341;PT;Travessa da Rainha, 784985-125 Ílhavo;2014/03/04 21:04:42;credit_card;active
MNascimento1181;Micael Nascimento;mnascimento1181@li3.pt;925461216;1981|10|12;M;MK338917;PT;Rua do Sodré, 795150-185 Praia da Vitória;2012/06/27 20:15:21;credit_card;active
LisanVicente-Garcia340;Lisandro Vicente-Garcia;lisanvicente-garcia340@li3.pt;(351) 960983320;1997/12/16;M;LI686998;PT;Av de Melo, 521298-328 Valbom;2016/07/09~22:23:23;debit_card;active
Anita-ValentiHenriques;Anita-Valentina Henriques;anita-valentihenriques@li3.pt;923 465 188;1989/10/03;F;IJ152294;KST;Travessa de Sousa, S/N4188-218 Covilhã;2016/07/20 02:50:00;debit_card;inactive
NOliveira;Nádia Oliveira;noliveira@li3.pt;215 361 187;1953/03/25;F;NZ914615;PT;Avenida Rodrigues, 722847-408 Lamego;2011/03/06 17:16:24;;active
ÂngCruz1587;Ângela Cruz;ângcruz1587@li3.pt;(351) 928796903;1984/07/21;F;XU414767;PT;Avenida Moura, S/N0610-562 Mangualde;2017/06/15 06:47:35;;active
;Jaime Baptista;jaibaptista988@li3.pt;(351) 921802168;1988/09/30;M;GT799336;PT;Rua Vitória Machado, 680475-227 Agualva-Cacém;2013/11/24 02:49:00;cash;active
JúGomes1271;Júlia Gomes;júgomes1271@li3.pt;(351) 917 884 431;1992/09/29;F;;PT;Avenida Martins, 9108534-780 Setúbal;2014/11/15 10:57:30;debit_card;active
DiPires-Garcia187;;dipires-garcia187@li3.pt;960637358;1973/11/08;M;QA473561;PT;Rua Nelson Matos, 574961-309 Olhão;2012/09/07 16:48:47;credit_card;active
MaBranco1526;Matias Branco;mabranco1526@li3.pt;965103563;2002/01/21;M;YY950093;PT;Praça de Coelho, 633327-686 Figueira da Foz;2013/06/21 17:14:07;;active
LuPacheco1636;Luca Pacheco;lupacheco1636@li3.pt;(351) 296 041 786;1979/06/20;M;EG738548;PT;Rua de Marques de Oliveira, 573761-818 Vila Nova de Santo André;2013/06/23 00:01:36;debit_card;EG738548
BenNunes1194;Benedita Nunes;bennunes1194@li3.pt;+351961675208;1972/10/18;F;IZ220051;R;R. das Conchas, 905185-581 Esmoriz;2019/08/05 06:36:32;debit_card;active
RicardPereira1092;;ricardpereira1092@li3.pt;(351) 248 240 487;1985/05/29;M;LJ340274;PT;Rua Marques, S/N3599-683 Lagoa;2015/04/11 16:45:09;credit_card;ACTIVE
BrGaspar1297;Bruna Gaspar;brgaspar1297@li3.pt;(351) 215344746;1989/12/23;;ZV822772;PT;Alameda Débora Silva, 775606-150 Praia da Vitória;2019/02/21 19:19:14;cash;active
ManueNeves657;Manuel Neves;manueneves657@li3.pt;(351) 938 360 631;1979/11/11;M;RC424195;PT;Av de Simões, 387603-909 Alcácer do Sal;2012/07/09 12:15:28;cash;RC424195
ArVicente849;Ariana Vicente;arvicente849@li3.pt;247605126;1953/09/23;F;YD693309;V;Avenida dos Estorninhos, 246005-920 Esmoriz;2020/02/19 07:21:38;debit_card;active
SanBatista;Sandro Batista;sanbatista@li3.pt;;1982/06/13;M;TY940147;PT;Av Moura, S/N0579-302 Póvoa de Varzim;2017/02/23 02:19:46;credit_card;active
LeonardOliveira;Leonardo Oliveira;leonardoliveira@li3.pt;;1950/01/20;M;IO809186;PT;Alameda de Azevedo, 681039-526 Pinhel;2010/07/03 21:41:48;cash;active
PePacheco;Pedro Pacheco;pepacheco@li3.pt;(351) 280020487;1989/11/29;;WW545954;PT;Avenida do Roleto, 320864-690 Ourém;2016/02/19 05:02:16;credit_card;inactive
BrSilva493;Bruno Silva;brsilva493@li3.pt;(351) 935 871 418;1999/06/15;M;OI811442;PT;;2010/04/21 20:49:00;debit_card;active
Isabela-LEsteves;Isabela-Larissa Esteves;isabela-lesteves@li3.pt;(351) 923410767;1967/10/06;F;BW678005;PT;Avenida Mota, 64306-402 Praia da Vitória;27/03/2020;debit_card;active
MNunes-Machado989;Mateus Nunes-Machado;mnunes-machado989@li3.pt;964792841;2002/10/02;M;;PT;Avenida de Pires, 838093-864 Cantanhede;2012/04/21 06:25:20;debit_card;inactive
EmaPinho928;Emanuel Pinho;emapinho928@li3.pt;913731761;1966/03/24;M;JB124630;PT;Travessa das Nações, 502724-858 Sines;01:42:48 PM/11/01/2010;credit_card;active
HeAmorim;;heamorim@li3.pt;(351) 929007771;1998/11/11;F;AS560067;PT;Largo Eduarda Faria, S/N3737-770 Alcobaça;2014/04/12 02:39:11;cash;active
SimPinho513;Simão Pinho;simpinho513@li3.pt;+351228822367;05:30:29 PM/01/11/2017;M;DU734951;PT;R. Tavares, 78841-033 Moura;2017/01/17 04:21:12;cash;active
RitGomes532;Rita de Gomes;ritgomes532@li3.pt;;1979/09/25;F;FW497734;PT;Alameda Magalhães, 99557-757 Barcelos;2014/02/11 12:45:36;cash;active
VíVaz;Vítor Vaz;vívaz@li3.pt;+351918823878;1975/08/10;M;EM941338;PT;Travessa Mota, 92296-557 Queluz;2014/06/28 12:01:00;;active
ViMorais;Vicente Morais;vimorais@li3@pt;(351) 933912259;1977/11/17;M;FN209063;PT;Largo de Nova Sintra, S/N5233-143 Abrantes;2017/05/22 07:09:13;credit_card;active
EmLima458;;emlima458@li3.pt;+351917040956;1983/04/20;F;PM854769;PT;Av de Cardoso, 303050-379 Esmoriz;2016/05/02 11:27:05;debit_card;active
CaSousa1633;Caetana da Sousa;casousa1633@li3.pt;247256627;1998/09/15;F;;PT;Alameda Pinheiro, S/N5786-402 Oliveira do Bairro;2010/06/28 07:09:17;debit_card;active
ICorreia1907;Ivo Correia;icorreia1907@li3.pt;(351) 920100874;2001/10/11;M;ZE710123;PT;Praça de Vieira, 910147-479 Fundão;2019/04/25 16:11:07;;active
HelLeal1501;Helena Leal;helleal1501@li3.pt;(351) 923928277;1989/01/04;F;;PT;Rua de Gonçalves, 70625-114 Barreiro;2016/06/25 22:02:45;debit_card;active
MHenriques-Soares;Marta Henriques-Soares;mhenriques-soares@li3.pt;969 897 929;1970/09/10;F;XW400049;PT;;2011/01/01 20:16:49;cash;Active
AndrBarros;Andreia-Yara Barros;andrbarros@li3.pt;(351) 929745010;1953/07/18;;LX256922;PT;Travessa Reis, 458890-377 Portimão;2018/11/26 21:21:13;cash;active
CaPinheiro;Carlos Pinheiro;capinheiro@li3.pt;(351) 933 254 891;1986/11/19;M;;PT;R. Rodrigues, 753178-105 Beja;2013/04/07 20:14:17;cash;active
JoCunha1140;João Cunha;jocunha1140@li3.pt;913 731 439;1989/08/20;M;YE950779;PT;;2016/07/17 15:48:32;credit_card;active
GonMacedo1102;Gonçalo Macedo;gonmacedo1102@li3.pt;932429047;1967/12/30;;YN429539;PT;Avenida Jesus, 693638-437 Ovar;2012/04/25 13:37:38;debit_card;active
ArPires1561;Ariana Pires;arpires1561@li3.pt;(351) 937 712 428;1963/09/19;F;JV358957;PT;Av Pacheco, 6805792-578 Costa da Caparica;2016/03/31 15:22:58;;active
LariBarros1655;Larissa Barros;laribarros1655@li3.pt;+351919065844;1972/03/05;F;AN345301;PT;;2019/06/07 06:05:51;cash;active
BárbaBarros157;Bárbara Barros;bárbabarros157@li3.pt;(351) 911102173;1989/06/19;F;KY072581;PT;R. Fábio Gaspar, 403504-300 Castelo Branco;2017/07/04 10:26:29;;active
HCarneiro1422;Helena Carneiro;hcarneiro1422@li3.pt;+351924807968;1954/06/30;F;PO630367;PT;Travessa de Carvalho, S/N1665-620 Viseu;2013/08/18 14:49:24;;active
Valentina-VLourenço;Valentina-Victória Lourenço;valentina-vlourenço@li3.pt;(351) 918700024;1965/01/14;F;RW295994;PT;Av de Leal, 350492-305 Estremoz;2012/06/01~08:54:23;debit_card;active
KéPinho;Kévim Pinho;képinho@li3.pt;(351) 215 529 749;1992/09/29;M;OL891296;PT;Praça de Correia, 818372-243 Tarouca;2014/12/08 13:18:16;;active
MarcCorreia;Marcos Correia;marccorreia@li3.pt;;1966/11/27;M;QT530011;PT;Travessa de Pinto, 151680-853 Barcelos;2011/04/08 06:08:08;credit_card;active
BenjamiHenriques1388;Benjamim Henriques;benjamihenriques1388@li3.pt;(351) 938802488;1975/07/25;M;BM395426;PT;R. Carneiro, 813597-422 Tavira;2014/05/06 22:34:26;credit_card;BM395426
PaulAntunes-Campos;Paulo Antunes-Campos;paulantunes-campos@li3.pt;966321639;1982/01/16;M;EN567769;PT;Praça Joaquim Rodrigues, 32837-538 Silves;2014/03/30 12:50:37;cash;EN567769
LariSoares;Larissa Soares;larisoares@li3.pt;;1986/06/23;F;RI511045;PT;Praça Valente, 437846-384 Ponte de Sor;2014/12/05 14:55:53;debit_card;active
SimãFerreira;Simão Ferreira;simãferreira@li3.pt;(351) 967674335;1955/07/18;M;;PT;Rua do Pinzaleiro, 731994-978 Fundão;2011/06/07 21:20:35;cash;active
LAlves360;Luísa Alves;lalves360@li3.pt;968272169;1956/09/26;F;II497653;PT;Av de Campos, 745929-571 Coimbra;02:55:49 PM/02/04/2012;cash;active
PedrMagalhães;Pedro Magalhães;pedrmagalhães@li3.pt;(351) 218015797;1968/06/22;M;GS847497;PT;;2010/05/27 19:14:51;cash;active
;Júlia de Melo;júlmelo1706@li3.pt;+351916838443;1962/12/22;F;LV634253;PT;Alameda de Fernandes, 441092-888 Câmara de Lobos;2010/05/25 16:17:31;credit_card;active
DébSá-Matos970;Débora Sá-Matos;débsá-matos970atli3.pt;965 567 456;1958/10/21;F;CB290897;PT;Avenida Caetana Ribeiro, 225701-117 Costa da Caparica;2019/02/23 14:43:36;credit_card;active
BianMatias2017;Bianca Matias;bianmatias2017@li3.pt;(351) 259 736 217;1968/01/21;F;YK636724;M;Rua Carolina Reis, 383009-297 Horta;2018/06/21 02:32:23;cash;active
MeMarques1038;Melissa Marques;memarques1038@li3.pt;(351) 914701066;1990/01/22;;ZJ842177;PT;Praça Brito, 274678-276 Paredes;2010/01/28 16:36:21;debit_card;active
RaquLima;Raquel Lima;raqulima@li3.pt;(351) 918794671;1957/11/24;F;JP720866;PT;Praça Paiva, 74274-587 Tondela;2016/08/29 04:06:41;cash;JP720866
AliPires556;Alice da Pires;alipires556@li3.pt;+351913168497;1954/05/03;F;AF538862;PT;Largo Macedo, 33984-569 São Salvador de Lordelo;2013/05/17 23:59:54;;active
JésMachado;Jéssica Machado;jésmachado@li3.pt;(351) 240 998 580;1973/11/26;F;;PT;Av do Barcal, 125943-796 Covilhã;2010/02/17 03:11:25;credit_card;active
JMoreira-Pires1840;;jmoreira-pires1840@li3.pt;283 991 386;1960/08/03;M;QV003780;PT;Alameda Castro, 684984-255 Portalegre;2013/06/25 00:54:11;credit_card;active
;Filipa Pereira;filipereira1058@li3.pt;969021458;1982/11/23;F;VB891386;PT;Alameda de Ferreira, 440451-923 Ponte de Sor;2017/10/09 00:53:57;credit_card;active
EnPinho1817;Enzo Pinho;enpinho1817@li3.pt;(351) 921672367;1952/02/27;M;UD170750;PT;Travessa Costa, 59493-571 São Mamede de Infesta;2016/06/01 03:04:57;credit_card;UD170750
APinheiro433;Andreia Pinheiro;apinheiro433@li3.pt;928 953 656;1978/11/07;F;BB393119;R;Rua Carminho Faria, 766958-699 Vila Nova de Santo André;2017/01/04 09:11:14;credit_card;active
MartLeal856;Martim Leal;martleal856@li3.pt;(351) 963 612 805;1996/10/31;M;GV087167;PT;R. Alves, 416167-801 Peso da Régua;2020/06/29 03:37:23;debit_card;GV087167
AdriaMorais1638;Adriana de Morais;adriamorais1638@li3.pt;;1980/01/26;F;VM350620;PT;Avenida de Faria, S/N1873-930 Anadia;2012/08/26 06:40:03;debit_card;active
FranciscPacheco723;Francisca Pacheco;franciscpacheco723@li3.pt;;1982/08/24;F;OH372398;PT;Largo Joel Machado, 529863-275 Matosinhos;2011/06/05 00:51:53;cash;active
ÉRamos42;Érica Ramos;éramos42@li3.pt;(351) 934270320;10:11:38 AM/03/10/2012;F;KH989227;PT;Av de Valente, 5526465-158 Vila Franca de Xira;2010/01/28 19:38:21;credit_card;active
GaspBatista;;gaspbatista@li3.pt;+351291352261;1952/09/27;M;HB655732;PT;Avenida Micael Andrade, 342661-437 Quarteira;2010/04/18 14:50:36;debit_card;inactive
LúcReis;Lúcia Reis;lúcreis@li3.pt;(351) 919512654;1982/08/14;F;QK252501;PT;Av de Ramos, 329210-380 Peso da Régua;2015/03/16 19:14:58;;active
BSimões-Lourenço37;Bárbara Simões-Lourenço;bsimões-lourenço37@li3.pt;(351) 931218186;1950|04|05;F;WG145458;PT;Alameda do Prof. Egas Moniz, S/N9088-981 Esmoriz;2017/10/25 14:52:46;cash;active
FloFernandes557;Flor de Fernandes;flofern;(351) 967 219 839;1951/07/19;F;LM161022;PT;Alameda Bárbara Gomes, 55795-582 Sabugal;2013/07/25 23:10:33;cash;active
ValentiMoura1580;Valentina Moura;valentimoura1580@li3.pt;(351) 272507352;1985/06/24;F;;PT;R. de Mota, S/N6570-001 Póvoa de Varzim;2018/03/22 07:55:47;cash;active
MatAraújo;Mateus Araújo;mataraújo@li3.pt;(351) 960 094 106;1998/12/21;M;;PT;Alameda Areeiro, 826407-329 Braga;2019/12/19 08:38:52;cash;active
SanNeves182;Santiago Neves;sanneves182@li3.pt;(351) 214 955 055;1953/07/05;M;FH780540;YEM;Rua Leal, 112364-764 Mangualde;2017/01/31 18:25:22;cash;active
NaiarHenriques1585;Naiara Henriques;naiarhenriques1585@li3@pt;(351) 930312442;2003/08/12;F;WS238274;PT;Praça Luciana Vaz, 238711-337 Lixa;2017/01/27 15:49:00;debit_card;inactive
LiCardoso644;Lia Cardoso;licardoso644@li3.pt;(351) 922 291 668;1993/05/23;F;;PT;R. de Pinheiro, 36406-570 Vila Nova de Santo André;2016/09/15 12:29:21;debit_card;active
AntóniMatias;;antónimatias@li3.pt;+351930277354;1969/10/31;M;VA125095;PT;Praça Loureiro, S/N6736-692 Mealhada;2016/07/31 08:08:22;credit_card;active
BeatriAndrade13;Beatriz Andrade;beatriandrade13@li3.pt;(351) 930606637;1987/11/16;F;NY845383;PT;R. Xavier Santos, 91427-040 Alcobaça;2012/01/08 03:07:35;;active
KyarCampos;;kyarcampos@li3.pt;(351) 924 363 962;1969/06/25;F;LO133122;PT;Largo de Vímara Peres, 77672-066 Leiria;2016/08/20 19:15:48;cash;active
BLeal1267;Brian Leal;bleal1267@li3.pt;960 653 995;1996/03/14;M;;PT;Largo do Forno Velho, 811812-932 Fiães;2015/07/23 13:24:42;cash;active
RuNogueira693;Rui Nogueira;runogueira693@li3.pt;+351914523448;1963/11/19;;JF689682;PT;Rua Cruz, 17804-730 Elvas;2017/08/28 14:43:59;credit_card;active
MMartins607;Marco Martins;mmartins607@li3.pt;(351) 207647584;1975/04/08;M;KA824782;PT;R. Renata Santos, 849483-763 Chaves;2018|04|28 11:55:08;cash;active
;Adriana Nunes;adriannunes@li3.pt;(351) 938 339 886;1980/01/11;F;VV231012;PT;Largo Santos, 46947-743 Guarda;2017/09/25 09:09:08;credit_card;active
RuMarques;Rui Marques;rumarqu;(351) 268 024 629;2003/01/27;M;AM343698;PT;Rua de Valente, 769621-039 Montijo;2017/01/22 05:02:17;credit_card;active
KTorres1173;Kyara Torres;ktorres1173@li3.pt;(351) 925789722;1977/01/06;F;QD020949;PT;;2017/08/02 12:13:01;cash;active
HelenAndrade;Helena Andrade;helenandrade@li3.pt;+351271902937;09/03/2004;F;LC950827;PT;Rua de Marques, 858823-387 Tondela;2013/11/02 15:33:59;credit_card;active
AnSá;Anita Sá;ansá@li3.pt;284 276 275;1959/10/06;F;CO013709;JTY;Praça de Reis, S/N9629-187 Quarteira;2010/08/11 07:38:38;credit_card;active
JoeMoreira1822;Joel do Moreira;joemoreira1822@li3.pt;930245821;27/09/2016;M;NL670670;PT;Largo Salvador Pinho, 153512-461 Gondomar;2011/07/09 00:41:45;cash;active
;Ângela Nogueira-Leite;ânogueira-leite1717@li3.pt;919277311;1969/03/29;F;KA774209;PT;Avenida Almeida, 12021-961 São João da Madeira;2019/09/10 14:18:16;cash;active
MNunes1268;Mafalda Nunes;mnunes1268@li3.pt;920832620;2003/04/22;F;ES216080;PT;Travessa Santos, 21827-668 Matosinhos;2011/04/29 10:37:02;cash;ES216080
LouVaz675;Lourenço Vaz;louvaz675@li3.pt;;1967/05/31;M;XN374530;PT;Avenida dos Combatentes da Grande Guerra, 989600-282 Rio Maior;2016/12/12 18:39:42;credit_card;active
Bruna-LetGomes1490;Bruna-Letícia Gomes;bruna-letgomes1490@li3.pt;;2005/11/19;F;QJ564133;PT;Avenida Nogueira, 404070-207 Albufeira;2017/08/04 01:53:42;credit_card;Active
IsaaCarvalho;Isaac Carvalho;isaacarvalho@li3.pt;912999966;1959/11/16;M;GS921523;PT;;2017/12/05 20:09:13;credit_card;active
AnAlmeida211;André Almeida;analmeida211@li3.pt;(351) 937 677 867;1975/09/02;M;CR976020;PT;R. Correia, 523775-653 Leiria;2012/03/16 21:59:00;credit_card;CR976020
DaBarros533;Daniel Barros;dabarros533@li3.pt;(351) 266038173;1990/02/24;M;SM628129;O;Largo de Carvalho, 8218475-003 Aveiro;2020/03/07 19:32:19;cash;active
JúlTavares173;Júlia do Tavares;júltavares173@li3.pt;228716203;1981/07/18;F;MG254561;PT;;2018/07/14 19:44:37;cash;active
TerNeto-Barbosa1904;Teresa Neto-Barbosa;terneto-barbosa1904@li3.pt;(351) 968259422;1992/09/03;;DF294486;PT;Alameda de Lourenço, 454366-341 Coimbra;2014/09/02 22:32:16;debit_card;active
RenaCampos99;Renato da Campos;renacampos99@li3.pt;(351) 962 313 062;12:50:14 AM/04/02/2019;M;FU193282;PT;Praça de Silva, 32064-849 Vila Real de Santo António;2014/04/06 18:39:20;cash;active
MéBorges;Mélanie Borges;méborges@li3.pt;(351) 928 645 646;1993/07/20;F;XI205782;REK;Travessa Emília Guerreiro, S/N8566-767 Lagos;2017/06/15 05:43:52;cash;active
MicMota;Micael Mota;micmota@li3.pt;(351) 965 411 498;1980/05/29;M;GN425611;PT;Alameda do Cantábrico, 982420-671 Gandra;2017/05/12 17:22:24;cash;GN425611
BMatos;;bmatos@li3.pt;(351) 259706251;1986/01/04;M;LP297905;PT;Avenida Araújo, 2426821-606 Costa da Caparica;2020/06/13 03:38:18;debit_card;active
AleSilva;Alexandra Silva;alesilva@li3.pt;;1953/11/02;F;JJ936288;PT;Travessa Mota, 402812-349 Estremoz;2016/01/07 00:03:25;cash;active
RafaelOliveira1499;Rafaela Oliveira;rafaeloliveira1499@li3.pt;+351924885173;1974/02/22;F;;PT;Largo do Viso, 525768-126 Santiago do Cacém;2011/05/16 20:37:34;cash;active
Luciana-ICampos4;Luciana-Isabel Campos;luciana-icampos4@li3@pt;930 830 765;1979/04/28;F;KQ274957;PT;Alameda de Rocha, 9967422-634 Évora;2010/01/27 09:46:11;debit_card;ACTIVE
CamFernandes1760;Camila Fernandes;camfernandes1760@li3.pt;+351248822060;1981/01/13;F;EB225523;PT;Av Nascimento, 3926096-427 Felgueiras;;cash;active
MadMachado-Leal1783;Madalena Machado-Leal;madmachado-leal1783@li3.pt;(351) 283 370 950;1951/08/04;F;XU132354;PT;;2015/03/23 14:25:50;credit_card;active
HelenMatos1421;Helena Matos;helenmatos1421@li3.pt;969614628;1978/11/16;F;NX901335;PT;;2010/09/28 03:07:43;cash;active
ANeves411;Artur Neves;aneves411@li3.pt;+351966876664;1981/12/01;M;HT233059;PT;Largo de Gonçalo Cristóvão, 274295-890 Évora;11:00:41 PM/12/08/2010;debit_card;inactive
;Cláudio Andrade;cláudiandrade1402@li3.pt;287042028;1969/06/12;M;GQ950024;PT;Alameda de Ramos, 548453-182 Mealhada;2010/08/04 23:03:33;cash;active
RafaNeto;Rafael Neto;rafaneto@li3.pt;(351) 932675130;1950/06/08;;SM293412;PT;Avenida Moreira, 2299004-005 Tavira;2018/11/29 10:00:39;credit_card;active
DéborLeal-Andrade1517;Débora Leal-Andrade;déborleal-andrade1517@li3.pt;(351) 966824402;1950/06/03;F;;PT;Avenida Ema Esteves, S/N2706-967 Lixa;2011/04/22 19:23:07;cash;active
VeCoelho;Vera Coelho;vecoelho@li3.pt;927426426;07:42:32 PM/10/11/2020;F;MA640546;PT;R. do Almirante Gago Coutinho, 855510-033 Espinho;2017/11/19 14:37:46;debit_card;active
;Enzo Machado;emachado462@li3.pt;(351) 960 408 295;1980/10/30;M;AU817150;PT;Avenida Leonardo Simões, 391038-107 Vila Franca de Xira;2018/04/22 04:33:16;debit_card;ACTIVE
LuíCampos;Luís Campos;luícampos@li3.pt;;1958/03/26;M;DP654513;PT;Av Jesus, 674167-653 Fundão;2015/12/18 06:56:19;credit_card;active
MarFaria739;Martim Faria;marfaria739@li3.pt;(351) 924 554 747;1956/01/04;M;;PT;Av Branco, 597187-181 Póvoa de Santa Iria;2014/05/10 22:36:09;cash;active
BPaiva2001;Bryan Paiva;bpaiva2001@li3.pt;(351) 910 708 975;09:41:45 AM/21/10/2008;M;XP785205;PT;R. Ivan Monteiro, 363644-643 Ermesinde;2012/08/04 02:32:12;credit_card;active
DeniNunes1510;;deninunes1510@li3.pt;(351) 922197522;1964/06/24;M;SD917548;PT;Alameda Carvalho, 843605-207 Loures;2015/06/25 03:53:56;cash;active
SaMatos1439;Sandro Matos;samatos1439@li3.pt;210494818;03:12:51 AM/11/02/2005;M;IW432612;PT;R. Filipa Reis, S/N0625-547 Fátima;2019/08/17 10:40:15;cash;active
ErMelo;Erica-Caetana Melo;ermelo@li3.pt;(351) 914382309;1980/11/09;F;VX826002;PT;Rua Teixeira, 413097-462 Quarteira;03/07/2021;credit_card;active
MTeixeira1841;;mteixeira1841@li3.pt;939 169 217;1993/02/23;F;TD844222;PT;R. Kyara Martins, 24568-930 Lisboa;2020/12/27 16:23:30;debit_card;active
SanCorreia582;Sandro Correia;sancorreia582@li3.pt;;1977/12/25;M;FJ624576;PT;Travessa Enzo Maia, 816693-687 Mangualde;2014/06/09 16:24:56;debit_card;active
RicarMonteiro614;Ricardo Monteiro;ricarmonteiro614@li3@pt;935661917;1950/01/24;M;HQ498094;PT;Av Borges, 1259213-066 Santana;2020/01/26 13:10:53;cash;active
LunAlmeida;Luna Almeida;lunalmeida@li3.pt;255 369 106;2002/06/29;F;CY342471;PT;;2011/01/20 01:57:47;debit_card;active
JSousa789;Júlia Sousa;jsousa789@li3.pt;275 666 325;1966/02/20;F;XK558605;PT;Largo dos Pinheiros, 60257-575 Seixal;2013/01/04 16:10:03;credit_card;XK558605
PetrGaspar-Rodrigues249;Petra Gaspar-Rodrigues;petrgaspar-rodrigues249@li3.pt;(351) 967608274;1998/12/29;F;KQ316547;PT;;2019/04/12 17:11:05;credit_card;active
NaAmorim1274;Nair Amorim;naamorim1274@li3.pt;;1982/04/16;F;DW329156;PT;Travessa do Sapal, 938305-833 Trancoso;2020/08/08 01:52:27;debit_card;active
CéAbreu-Silva1647;César Abreu-Silva;céabreu-silva1647@li3.pt;+351969130154;1983/07/16;M;ZS394075;PT;Alameda Nunes, 4489073-359 Esposende;2020/01/09 14:33:56;;active
KyCampos43;Kyara Campos;kycampos43@li3.pt;(351) 928 952 433;1957/08/31;F;WR033995;PT;R. Renata Garcia, S/N0725-686 Queluz;2018/11/11 13:57:16;;active
LucCampos403;Luciana Campos;luccampos403@li3.pt;(351) 966 953 670;1954/07/22;;PH596563;PT;Alameda de Castro, 907217-911 Guarda;2016/10/25 04:16:03;cash;active
PeTorres;Pedro do Torres;petorres@li3.pt;(351) 925 890 838;1956/03/03;M;;PT;Travessa Eva Antunes, 68872-092 Esmoriz;2018/07/15 10:46:02;cash;active
;Mário do Campos;máricampos@li3.pt;924089673;1957/10/12;M;SK668666;PT;Av de Macedo, 704186-603 Santa Maria da Feira;2019/06/20 03:47:38;credit_card;active
PaPires;Paulo Pires;papires@li3.pt;+351927610096;1992/02/04;M;WY499410;PT;R. Valentim Freitas, S/N9631-061 Bragança;2018/08/15~05:21:17;debit_card;active
CristBatista;Cristiano Batista;cristba;(351) 925582319;1993/04/28;M;ZH543450;PT;Travessa Mota, 51341-587 Cantanhede;2014/03/17 21:04:05;credit_card;active
MafaldBatista1414;Mafalda Batista;mafaldbatista1414@li3.pt;;1997/07/16;F;ZO994530;PT;Avenida Severo Portela, 946088-720 Abrantes;2013/07/26 12:01:15;cash;active
TeresRodrigues;;teresrodrigues@li3.pt;911841131;1954/12/16;F;WW800503;PT;Largo do Brasil (Porto), 198000-595 Tarouca;2020/07/21 13:36:19;cash;active
SorGuerreiro-Carvalho;Soraia Guerreiro-Carvalho;sorguerreiro-carvalho@li3.pt;(351) 964307614;1969/07/20;;VL712741;PT;Avenida Mélanie Pinheiro, 219428-880 Lagoa;2013/02/25 07:05:13;credit_card;active
;Tatiana Amorim;tamorim@li3.pt;(351) 203391273;1976/08/23;F;GG440743;PT;Rua da Cova da Moura, 723549-203 São Mamede de Infesta;2020/08/11 14:48:48;cash;active
SebasAnjos-Moreira11;Sebastião Anjos-Moreira;sebasanjos-moreira11@li3.pt;(351) 962 726 127;1969/02/06;M;TX227260;PT;Alameda Gabriela Pinho, 282911-847 Ílhavo;2014/02/03 07:55:51;;active
